municipality_name|municipality_id|comerce_transport_catering|communication|construction|finances_insurance|industry|personal_services|professional_tecnical_activities|real_estate|social_services|total|total_services
Alpera|2010|52.0||17.0||24.0|||||125.0|32.0
Alpicat|25023|128.0||51.0||24.0|42.0|92.0|33.0|51.0|444.0|241.0
Alpuente|46036||||||||||34.0|
Alpujarra de la Sierra|18904||||||||||36.0|
Alqueria d'Asnar, l'|3017||||||||||57.0|
Alqueria de la Comtessa, l'|46037|56.0||21.0||9.0|||||115.0|29.0
Alqueries, les/Alquerías del Niño Perdido|12901|131.0||43.0||17.0|||||299.0|108.0
Alquife|18018||||||||||30.0|
Alquézar|22024||||||||||48.0|
Alt Àneu|25024||||||||||46.0|
Altafulla|43012|128.0|11.0|40.0|11.0|11.0|41.0|91.0|30.0|63.0|426.0|247.0
Altarejos|16019||||||||||8.0|
Altea|3018|794.0|30.0|446.0|44.0|74.0|187.0|416.0|231.0|161.0|2383.0|1069.0
Altorricón|22025|35.0||14.0||9.0|||||97.0|39.0
Altos, Los|9014||||||||||17.0|
Altsasu/Alsasua|31010|194.0|4.0|55.0|11.0|62.0|55.0|66.0|18.0|34.0|499.0|188.0
Altura|12012|82.0||66.0||22.0|||||252.0|82.0
Altzaga|20906||||||||||13.0|
Altzo|20007||||||||||30.0|
Alustante|19027||||||||||7.0|
Alzira|46017|1075.0|44.0|334.0|82.0|173.0|305.0|483.0|207.0|228.0|2931.0|1349.0
Alàs i Cerc|25005||||||||||21.0|
Alájar|21001||||||||||51.0|
Alía|10017||||||||||35.0|
Alòs de Balaguer|25022||||||||||7.0|
Amavida|5012||||||||||6.0|
Ambel|50027||||||||||7.0|
Ambite|28011||||||||||25.0|
Amer|17007|43.0||18.0||18.0|||||139.0|60.0
Ames|15002|721.0|89.0|296.0|74.0|96.0|259.0|424.0|75.0|254.0|2288.0|1175.0
Ametlla de Mar, L'|43013|221.0||78.0||27.0|41.0|73.0|59.0|16.0|529.0|203.0
Ametlla del Vallès, L'|8005|334.0|17.0|125.0|38.0|74.0|69.0|225.0|83.0|100.0|1065.0|532.0
Ameyugo|9016||||||||||12.0|
Amezketa|20008||||||||||43.0|
Amieva|33003||||||||||33.0|
Amoeiro|32002|47.0||30.0||10.0|||||146.0|59.0
Amorebieta-Etxano|48003|475.0|24.0|275.0|20.0|114.0|113.0|168.0|17.0|81.0|1287.0|423.0
Amoroto|48004||||||||||17.0|
Ampolla, L'|43906|104.0||39.0||4.0|||||276.0|129.0
Amposta|43014|642.0|20.0|204.0|43.0|98.0|156.0|221.0|95.0|110.0|1589.0|645.0
Ampudia|34010||||||||||36.0|
Ampuero|39002|100.0||37.0||16.0|||||243.0|90.0
Amurrio|1002|234.0|8.0|109.0||58.0|41.0|88.0||47.0|596.0|195.0
Amusco|34011||||||||||25.0|
Améscoa Baja|31013||||||||||47.0|
Anaya|40017||||||||||6.0|
Anchuelo|28012|30.0||9.0||5.0|||||66.0|22.0
Anchuras|13017||||||||||15.0|
Ancín/Antzin|31014||||||||||26.0|
Andavías|49009||||||||||12.0|
Andilla|46038||||||||||8.0|
Andoain|20009|322.0|20.0|138.0|8.0|87.0|81.0|84.0|15.0|52.0|807.0|260.0
Andorra|44025|182.0||68.0|10.0|24.0|43.0|38.0||37.0|413.0|139.0
Andosilla|31015|68.0||19.0||40.0|||||172.0|45.0
Andratx|7005|376.0|13.0|328.0|20.0|67.0|108.0|283.0|117.0|38.0|1350.0|579.0
Andújar|23005|969.0|14.0|234.0|59.0|171.0|252.0|294.0|72.0|136.0|2201.0|827.0
Anento|50028||||||||||7.0|
Anglesola|25027|61.0||19.0||15.0|||||131.0|36.0
Anglès|17008|114.0|4.0|68.0|4.0|27.0|46.0|41.0|29.0|20.0|353.0|144.0
Anguciana|26013||||||||||27.0|
Anguiano|26014||||||||||19.0|
Anguita|19032||||||||||6.0|
Anguix|9017||||||||||12.0|
Angüés|22027||||||||||24.0|
Anievas|39003||||||||||5.0|
Aniñón|50029||||||||||29.0|
Anna|46039|56.0||25.0||15.0|||||146.0|50.0
Anoeta|20010|58.0||17.0||13.0|||||113.0|25.0
Ansoáin/Antsoain|31016|198.0|12.0|93.0|7.0|45.0|55.0|91.0|18.0|31.0|550.0|214.0
Ansó|22028||||||||||50.0|
Antas|4016|183.0||66.0||20.0|||||376.0|107.0
Antas de Ulla|27003|41.0||29.0||11.0|||||111.0|30.0
Antella|46040|24.0|||||||||44.0|11.0
Antequera|29015|961.0|27.0|306.0|58.0|168.0|263.0|318.0|107.0|185.0|2393.0|958.0
Antigua|35003|389.0|13.0|100.0|12.0|15.0|83.0|154.0|39.0|38.0|843.0|339.0
Antigua, La|24005||||||||||14.0|
Antigüedad|34012||||||||||10.0|
Antillón|22029||||||||||6.0|
Antzuola|20011|33.0||19.0||11.0|||||92.0|29.0
Anue|31017||||||||||34.0|
Aoiz/Agoitz|31019|67.0||33.0||11.0|||||155.0|44.0
Arabayona de Mógica|37031||||||||||15.0|
Aracena|21007|270.0|5.0|56.0|9.0|50.0|60.0|102.0|23.0|65.0|640.0|264.0
Arafo|38004|149.0||38.0||42.0|46.0|60.0|9.0|20.0|370.0|141.0
Aragüés del Puerto|22032||||||||||4.0|
Arahal|41011|436.0|8.0|157.0|24.0|87.0|67.0|104.0|20.0|72.0|975.0|295.0
Araitz|31020||||||||||43.0|
Arakaldo|48005||||||||||16.0|
Arakil|31025||||||||||55.0|
Arama|20012||||||||||20.0|
Aramaio|1003|18.0||4.0||7.0|||||46.0|17.0
Aranarache/Aranaratxe|31021||||||||||9.0|
Aranda de Duero|9018|943.0|18.0|285.0|35.0|168.0|259.0|267.0|122.0|153.0|2250.0|854.0
Aranda de Moncayo|50031||||||||||8.0|
Arandilla|9019||||||||||9.0|
Aranga|15003|48.0||15.0||8.0|||||90.0|19.0
Aranguren|31023|355.0|41.0|187.0|25.0|146.0|93.0|288.0|61.0|99.0|1295.0|607.0
Aranjuez|28013|1055.0|68.0|325.0|78.0|103.0|297.0|531.0|177.0|327.0|2961.0|1478.0
Arano|31024||||||||||9.0|
Arantza|31022||||||||||49.0|
Arantzazu|48006||||||||||21.0|
Aranzueque|19036||||||||||15.0|
Arapiles|37032||||||||||55.0|
Aras|31026||||||||||7.0|
Aras de los Olmos|46041||||||||||24.0|
Arauzo de Miel|9020||||||||||30.0|
Arauzo de Salce|9021||||||||||5.0|
Arbancón|19037||||||||||13.0|
Arbeca|25029|46.0||45.0||27.0|||||157.0|39.0
Arbizu|31027|37.0||16.0||15.0|||||97.0|29.0
Arbo|36001|93.0||25.0||18.0|||||164.0|28.0
Arboleas|4017|95.0||49.0||13.0|||||246.0|89.0
Arbolí|43015||||||||||13.0|
Arboç, L'|43016|104.0||32.0||28.0|23.0|38.0|13.0|13.0|259.0|95.0
Arbúcies|17009|146.0|5.0|66.0|10.0|68.0|67.0|71.0|35.0|29.0|497.0|217.0
Arcas|16905|43.0||21.0||5.0|||||126.0|57.0
Arce/Artzi|31028||||||||||19.0|
Arcediano|37033||||||||||5.0|
Arcenillas|49010||||||||||39.0|
Archena|30009|488.0|8.0|157.0|24.0|82.0|100.0|137.0|30.0|67.0|1093.0|366.0
Archidona|29017|196.0|7.0|71.0|11.0|34.0|68.0|59.0|15.0|29.0|490.0|189.0
Arcicóllar|45015||||||||||36.0|
Arcones|40020||||||||||13.0|
Arcos|9023|40.0||12.0||5.0|||||93.0|36.0
Arcos de Jalón|42025|41.0||27.0||4.0|||||95.0|23.0
Arcos de la Frontera|11006|624.0|14.0|189.0|38.0|71.0|105.0|167.0|61.0|78.0|1347.0|463.0
Arcos de la Polvorosa|49011||||||||||16.0|
Arcos de las Salinas|44026||||||||||13.0|
Arcos, Los|31029|39.0||17.0||14.0|||||94.0|24.0
Ardales|29018|70.0||24.0||12.0|||||147.0|41.0
Ardón|24006||||||||||26.0|
Areatza|48093|28.0|||||||||66.0|27.0
Arellano|31030||||||||||7.0|
Arenal, El|5013||||||||||56.0|
Arenales de San Gregorio|13903||||||||||35.0|
Arenas|29019|22.0||16.0|||||||54.0|
Arenas de Iguña|39004|38.0|||||||||68.0|15.0
Arenas de San Juan|13018|15.0||11.0||5.0|||||35.0|4.0
Arenas de San Pedro|5014|224.0|6.0|70.0|10.0|35.0|56.0|68.0|10.0|34.0|513.0|184.0
Arenas del Rey|18020||||||||||23.0|
Arenillas de Riopisuerga|9024||||||||||11.0|
Arens de Lledó|44027||||||||||16.0|
Arenys de Mar|8006|428.0|38.0|173.0|28.0|56.0|113.0|229.0|70.0|130.0|1265.0|608.0
Arenys de Munt|8007|260.0|16.0|131.0|12.0|75.0|62.0|119.0|43.0|61.0|779.0|313.0
Arenzana de Abajo|26015||||||||||21.0|
Ares|15004|110.0||37.0||6.0|33.0|43.0|10.0|17.0|262.0|109.0
Ares del Maestrat|12014||||||||||13.0|
Areso|31031||||||||||25.0|
Aretxabaleta|20013|109.0||39.0||37.0|29.0|45.0||37.0|304.0|119.0
Argamasilla de Alba|13019|180.0||65.0||31.0|36.0|41.0|13.0|12.0|389.0|113.0
Argamasilla de Calatrava|13020|160.0||51.0|5.0|19.0|31.0|37.0||7.0|315.0|85.0
Arganda del Rey|28014|1574.0|61.0|684.0|63.0|608.0|352.0|581.0|177.0|217.0|4317.0|1451.0
Arganza|24007||||||||||32.0|
Argecilla|19039||||||||||5.0|
Argelaguer|17010||||||||||46.0|
Argelita|12015||||||||||7.0|
Argente|44028||||||||||5.0|
Argentera, L'|43017||||||||||6.0|
Argentona|8009|354.0|23.0|188.0|31.0|112.0|100.0|190.0|77.0|109.0|1184.0|530.0
Argençola|8008||||||||||22.0|
Argoños|39005|46.0||28.0||9.0|||||136.0|53.0
Arguedas|31032|56.0||26.0||25.0|||||152.0|45.0
Arguis|22037||||||||||9.0|
Arguisuelas|16024||||||||||6.0|
Argujillo|49013||||||||||8.0|
Argés|45016|131.0||56.0||13.0|38.0|62.0|15.0|31.0|359.0|159.0
Ariany|7901||||||||||44.0|
Aribe|31034||||||||||10.0|
Arico|38005|176.0|8.0|58.0|5.0|21.0|47.0|57.0|21.0|24.0|417.0|162.0
Arija|9025||||||||||16.0|
Ariza|50034|39.0||8.0||8.0|||||74.0|19.0
Ariño|44029||||||||||28.0|
Arjona|23006|139.0||47.0|8.0|40.0|19.0|22.0||19.0|297.0|71.0
Arjonilla|23007|90.0||13.0||34.0|||||185.0|48.0
Arlanzón|9026||||||||||24.0|
Armentera, L'|17011||||||||||67.0|
Armenteros|37035||||||||||12.0|
Armilla|18021|737.0|40.0|171.0|38.0|76.0|172.0|295.0|52.0|137.0|1718.0|734.0
Armiñón|1006||||||||||12.0|
Armuña|40022||||||||||7.0|
Armuña de Almanzora|4018||||||||||19.0|
Armuña de Tajuña|19041||||||||||14.0|
Arnedillo|26017||||||||||29.0|
Arnedo|26018|396.0|9.0|108.0|31.0|232.0|80.0|97.0|81.0|52.0|1086.0|350.0
Arnes|43018||||||||||44.0|
Arnoia, A|32003||||||||||53.0|
Arnuero|39006|100.0||48.0||5.0|||||199.0|46.0
Aroche|21008|67.0||10.0||9.0|||||117.0|31.0
Arona|38006|2974.0|107.0|763.0|99.0|179.0|749.0|1126.0|514.0|336.0|6847.0|2931.0
Arquillos|23008|46.0||15.0||10.0|||||87.0|16.0
Arraia-Maeztu|1037||||||||||45.0|
Arrankudiaga|48009||||||||||88.0|
Arrasate/Mondragón|20055|372.0|22.0|126.0|16.0|85.0|90.0|141.0|21.0|108.0|981.0|398.0
Arratzu|48914||||||||||14.0|
Arratzua-Ubarrundia|1008||||||||||64.0|
Arraya de Oca|9027||||||||||4.0|
Arrecife|35004|1575.0|63.0|610.0|68.0|163.0|482.0|783.0|248.0|288.0|4280.0|1932.0
Arredondo|39007||||||||||36.0|
Arres|25031||||||||||6.0|
Arriate|29020|112.0||44.0||15.0|||||246.0|75.0
Arrieta|48010||||||||||34.0|
Arrigorriaga|48011|299.0|7.0|125.0|10.0|86.0|56.0|89.0|9.0|42.0|723.0|213.0
Arroba de los Montes|13021||||||||||7.0|
Arroyo de San Serván|6012|129.0||40.0||27.0|||||245.0|49.0
Arroyo de la Encomienda|47010|414.0|25.0|122.0|35.0|35.0|137.0|305.0|42.0|117.0|1232.0|661.0
Arroyo de la Luz|10021|136.0||63.0||25.0|35.0|22.0|4.0|15.0|304.0|80.0
Arroyo del Ojanco|23905|72.0||14.0||7.0|||||126.0|33.0
Arroyomolinos|10023||||||||||36.0|
Arroyomolinos|28015|846.0|78.0|367.0|88.0|95.0|247.0|413.0|96.0|239.0|2469.0|1161.0
Arroyomolinos de León|21009||||||||||50.0|
Arroyomolinos de la Vera|10022||||||||||17.0|
Arruazu|31037||||||||||6.0|
Arróniz|31036|20.0||6.0||9.0|||||48.0|13.0
Arrúbal|26019||||||||||70.0|
Arsèguel|25032||||||||||10.0|
Artajona|31038|39.0||24.0||12.0|||||114.0|39.0
Artana|12016|35.0||19.0||9.0|||||88.0|25.0
Artazu|31039||||||||||5.0|
Artea|48023||||||||||64.0|
Arteixo|15005|898.0|15.0|422.0|49.0|178.0|254.0|255.0|71.0|117.0|2259.0|761.0
Artenara|35005|16.0|||||||||24.0|7.0
Artesa de Lleida|25033|35.0||16.0||12.0|||||96.0|33.0
Artesa de Segre|25034|124.0||64.0||37.0|||||312.0|87.0
Artieda|50035||||||||||10.0|
Artzentales|48008||||||||||42.0|
Artziniega|1004|50.0||14.0||5.0|||||107.0|38.0
Artà|7006|235.0|14.0|199.0|15.0|43.0|68.0|147.0|48.0|52.0|821.0|344.0
Artés|8010|113.0||55.0||48.0|35.0|49.0|22.0|35.0|366.0|150.0
Arucas|35006|706.0|22.0|239.0|46.0|91.0|208.0|293.0|37.0|149.0|1791.0|755.0
Arzúa|15006|213.0|5.0|74.0|7.0|26.0|36.0|43.0|16.0|11.0|431.0|118.0
Arándiga|50032||||||||||11.0|
Arén|22035||||||||||23.0|
Arévalo|5016|292.0||61.0||36.0|54.0|56.0|13.0|32.0|557.0|168.0
Arévalo de la Sierra|42027||||||||||6.0|
Ascó|43019|24.0||13.0||8.0|||||89.0|44.0
Aspa|25036||||||||||12.0|
Aspariegos|49016||||||||||9.0|
Asparrena|1009|36.0||11.0||16.0|||||85.0|22.0
Aspe|3019|570.0|18.0|182.0|26.0|206.0|118.0|158.0|61.0|99.0|1438.0|480.0
Asteasu|20014|60.0||13.0||49.0|||||158.0|36.0
Astigarraga|20903|276.0|8.0|112.0|9.0|123.0|50.0|81.0|7.0|26.0|692.0|181.0
Astillero, El|39008|380.0|17.0|168.0|11.0|92.0|96.0|135.0|56.0|76.0|1031.0|391.0
Astorga|24008|364.0||116.0||86.0|77.0|106.0|24.0|64.0|858.0|292.0
Astudillo|34017|20.0||23.0||5.0|||||64.0|16.0
Asturianos|49017||||||||||13.0|
Atajate|29021||||||||||10.0|
Atalaya|6013||||||||||6.0|
Atalaya del Cañavate|16026||||||||||7.0|
Atapuerca|9029||||||||||16.0|
Ataquines|47011||||||||||46.0|
Atarfe|18022|559.0|15.0|187.0|22.0|111.0|140.0|131.0|47.0|95.0|1307.0|450.0
Ataun|20015|30.0||17.0||6.0|||||74.0|21.0
Ateca|50038|48.0||20.0||10.0|||||108.0|30.0
Atez/Atetz|31040||||||||||15.0|
Atienza|19044||||||||||32.0|
Atxondo|48091|38.0||10.0||13.0|||||80.0|19.0
Atzeneta d'Albaida|46003|42.0||9.0||24.0|||||105.0|30.0
Atzeneta del Maestrat|12001|33.0||21.0||12.0|||||100.0|34.0
Atzúbia, l'|3001||||||||||40.0|
Aulesti|48070||||||||||25.0|
Auritz/Burguete|31058||||||||||27.0|
Ausejo|26020||||||||||32.0|
Ausejo de la Sierra|42028||||||||||6.0|
Ausines, Los|9030||||||||||4.0|
Autilla del Pino|34018||||||||||11.0|
Autillo de Campos|34019||||||||||6.0|
Autol|26021|80.0||29.0||26.0|||||229.0|94.0
Auñón|19045||||||||||7.0|
Aveinte|5017||||||||||5.0|
Avellanes i Santa Linya, Les|25037||||||||||24.0|
Avilés|33004|1615.0|65.0|400.0|102.0|175.0|442.0|636.0|227.0|371.0|4033.0|1843.0
Avinyonet de Puigventós|17012|48.0||35.0||4.0|||||130.0|43.0
Avinyonet del Penedès|8013|65.0||25.0||19.0|||||151.0|42.0
Avinyó|8012|48.0||22.0||21.0|||||143.0|52.0
Avià|8011|57.0||39.0||15.0|||||181.0|70.0
Avión|32004|28.0|||||||||58.0|15.0
Ayala/Aiara|1010|53.0||29.0||25.0|||||162.0|55.0
Ayamonte|21010|543.0|9.0|121.0|23.0|39.0|126.0|177.0|97.0|66.0|1201.0|498.0
Ayegui/Aiegi|31041|48.0||31.0||12.0|||||152.0|61.0
Ayerbe|22039|33.0|||||||||82.0|28.0
Ayllón|40024|60.0||35.0||10.0|||||125.0|20.0
Ayna|2011||||||||||23.0|
Ayora|46044|177.0||77.0|13.0|48.0|36.0|45.0||17.0|423.0|121.0
Ayoó de Vidriales|49018||||||||||12.0|
Ayódar|12017||||||||||8.0|
Azagra|31042|86.0||18.0||32.0|||||189.0|53.0
Azaila|44031||||||||||11.0|
Azanuy-Alins|22040||||||||||6.0|
Azara|22041||||||||||8.0|
Azkoitia|20017|196.0||90.0|6.0|100.0|57.0|77.0||45.0|578.0|192.0
Azlor|22042||||||||||5.0|
Aznalcázar|41012|112.0||16.0||22.0|||||245.0|95.0
Aznalcóllar|41013|102.0||21.0|7.0|22.0|17.0|20.0||14.0|207.0|62.0
Azofra|26022||||||||||6.0|
Azpeitia|20018|384.0|10.0|143.0|15.0|125.0|116.0|141.0|9.0|71.0|1014.0|362.0
Azuaga|6014|230.0|4.0|40.0|11.0|39.0|51.0|71.0|15.0|30.0|491.0|182.0
Azuara|50039||||||||||28.0|
Azuqueca de Henares|19046|500.0|18.0|206.0|25.0|69.0|154.0|196.0|63.0|104.0|1335.0|560.0
Azután|45017||||||||||12.0|
Azuébar|12018||||||||||19.0|
Aín|12002||||||||||10.0|
Aínsa-Sobrarbe|22907|94.0||36.0||11.0|||||244.0|103.0
Añana|1049||||||||||14.0|
Añora|14006|29.0||12.0||14.0|||||70.0|15.0
Añorbe|31018||||||||||42.0|
Añover de Tajo|45014|108.0||54.0||33.0|20.0|18.0|4.0|8.0|247.0|52.0
Añón de Moncayo|50030||||||||||6.0|
Babilafuente|37038||||||||||48.0|
Bacares|4019||||||||||11.0|
Badajoz|6015|3638.0|158.0|801.0|265.0|454.0|1161.0|2039.0|501.0|1094.0|10111.0|5218.0
Badalona|8015|5986.0|224.0|1849.0|234.0|763.0|1190.0|1756.0|818.0|860.0|13680.0|5082.0
Badarán|26023||||||||||45.0|
Badia del Vallès|8904|166.0||77.0||7.0|35.0|35.0|5.0|12.0|343.0|93.0
Badolatosa|41014|82.0||23.0||12.0|||||137.0|20.0
Baena|14007|545.0|8.0|165.0|26.0|104.0|94.0|141.0|31.0|67.0|1181.0|367.0
Baeza|23009|451.0|7.0|111.0|28.0|107.0|92.0|143.0|26.0|81.0|1046.0|377.0
Bagà|8016|64.0||47.0||6.0|||||175.0|58.0
Bahabón|47012||||||||||4.0|
Bahabón de Esgueva|9033||||||||||7.0|
Baides|19047||||||||||5.0|
Bailo|22044||||||||||21.0|
Bailén|23010|553.0|11.0|112.0|22.0|146.0|73.0|96.0|16.0|47.0|1076.0|265.0
Baiona|36003|323.0|16.0|114.0|30.0|27.0|91.0|160.0|33.0|78.0|872.0|408.0
Baix Pallars|25039||||||||||22.0|
Bakaiku|31044||||||||||15.0|
Bakio|48012|80.0||17.0||8.0|||||192.0|87.0
Balaguer|25040|475.0|18.0|153.0|33.0|84.0|116.0|147.0|57.0|69.0|1152.0|440.0
Balanegra|4904|46.0||11.0||5.0|||||104.0|42.0
Balazote|2012|68.0||23.0||20.0|||||147.0|36.0
Balbases, Los|9034||||||||||25.0|
Balboa|24009||||||||||22.0|
Baldellou|22045||||||||||6.0|
Baleira|27004|33.0||9.0||4.0|||||58.0|12.0
Balenyà|8017|116.0||67.0||40.0|||||342.0|119.0
Baliarrain|20904||||||||||11.0|
Ballestero, El|2014||||||||||25.0|
Ballesteros de Calatrava|13022||||||||||19.0|
Ballobar|22046||||||||||44.0|
Balmaseda|48090|185.0||72.0|6.0|34.0|37.0|51.0||29.0|422.0|131.0
Balsa de Ves|2013||||||||||6.0|
Balsareny|8018|70.0||34.0||19.0|||||186.0|63.0
Baltanás|34022|29.0||23.0||7.0|||||78.0|19.0
Baltar|32005||||||||||44.0|
Banastás|22047||||||||||21.0|
Bande|32006|35.0||25.0|||||||85.0|
Banyalbufar|7007||||||||||57.0|
Banyeres de Mariola|3021|196.0|6.0|49.0|17.0|144.0|38.0|41.0|14.0|34.0|539.0|150.0
Banyeres del Penedès|43020|49.0||21.0||9.0|||||152.0|73.0
Banyoles|17015|443.0|31.0|218.0|41.0|132.0|230.0|339.0|129.0|184.0|1747.0|954.0
Barajas de Melo|16027||||||||||53.0|
Barakaldo|48013|1942.0|99.0|983.0|81.0|204.0|501.0|598.0|64.0|376.0|4848.0|1719.0
Baralla|27901|95.0||35.0||9.0|||||174.0|35.0
Baraona|42029||||||||||4.0|
Barañáin/Barañain|31901|278.0|10.0|131.0|15.0|40.0|86.0|150.0|19.0|60.0|789.0|340.0
Barbadillo|37040||||||||||10.0|
Barbadillo de Herreros|9037||||||||||8.0|
Barbadillo del Mercado|9038||||||||||13.0|
Barbadillo del Pez|9039||||||||||4.0|
Barbadás|32008|301.0|6.0|133.0|18.0|41.0|63.0|88.0|19.0|45.0|714.0|239.0
Barbalos|37041||||||||||4.0|
Barbarin|31046||||||||||4.0|
Barbastro|22048|378.0|16.0|135.0|32.0|100.0|140.0|201.0|70.0|104.0|1176.0|563.0
Barbate|11007|577.0|12.0|89.0|18.0|38.0|114.0|150.0|63.0|49.0|1110.0|406.0
Barbens|25041||||||||||44.0|
Barberà de la Conca|43021||||||||||33.0|
Barberà del Vallès|8252|1009.0|38.0|321.0|40.0|346.0|179.0|313.0|152.0|137.0|2535.0|859.0
Barbolla|40025||||||||||11.0|
Barbués|22049||||||||||4.0|
Barca|42030||||||||||5.0|
Barcarrota|6016|123.0||27.0||16.0|||||216.0|50.0
Barcelona|8019|51701.0|7549.0|14523.0|4276.0|5101.0|16030.0|49965.0|15334.0|18807.0|183286.0|111961.0
Barchín del Hoyo|16029||||||||||5.0|
Barcial del Barco|49019||||||||||9.0|
Barcience|45018||||||||||36.0|
Barco de Valdeorras, O|32009|383.0|7.0|147.0|24.0|69.0|91.0|132.0|37.0|86.0|976.0|377.0
Barco de Ávila, El|5021|112.0||43.0||23.0|||||232.0|54.0
Bardallur|50044||||||||||5.0|
Bareyo|39011|77.0|||||||||165.0|54.0
Bargas|45019|173.0|10.0|80.0|10.0|25.0|49.0|92.0|19.0|56.0|514.0|236.0
Bargota|31047||||||||||20.0|
Barillas|31048||||||||||10.0|
Barjas|24011||||||||||5.0|
Barlovento|38007|38.0||14.0||15.0|||||97.0|30.0
Baronia de Rialb, La|25042||||||||||19.0|
Barracas|12020||||||||||13.0|
Barrachina|44035||||||||||7.0|
Barraco, El|5022|57.0||25.0||15.0|||||145.0|48.0
Barrado|10025||||||||||23.0|
Barrax|2015|60.0||14.0||17.0|||||111.0|20.0
Barreiros|27005|103.0||45.0||10.0|||||226.0|68.0
Barrika|48014|36.0|||||||||103.0|55.0
Barrios de Bureba, Los|9043||||||||||10.0|
Barrios de Luna, Los|24012||||||||||5.0|
Barrios, Los|11008|626.0|15.0|114.0|23.0|75.0|117.0|211.0|74.0|75.0|1330.0|515.0
Barro|36002|145.0||57.0||31.0|||||307.0|74.0
Barromán|5023||||||||||4.0|
Barruecopardo|37044||||||||||21.0|
Barruelo de Santullán|34027|31.0||15.0||5.0|||||67.0|16.0
Barrundia|1013||||||||||66.0|
Barx|46046|23.0|||||||||79.0|32.0
Barxeta|46045|31.0||23.0||9.0|||||83.0|20.0
Barásoain|31045||||||||||40.0|
Basaburua|31049||||||||||60.0|
Basardilla|40026||||||||||12.0|
Basauri|48015|1062.0|32.0|470.0|34.0|136.0|199.0|173.0|32.0|127.0|2265.0|597.0
Basconcillos del Tozo|9045||||||||||18.0|
Bassella|25044||||||||||18.0|
Batea|43022|45.0||22.0||26.0|||||137.0|44.0
Baterno|6017||||||||||7.0|
Batres|28017|59.0||16.0||8.0|||||152.0|69.0
Bausen|25045||||||||||4.0|
Bayarque|4021||||||||||5.0|
Bayubas de Abajo|42032||||||||||6.0|
Bayárcal|4020||||||||||12.0|
Baza|18023|697.0|13.0|197.0|58.0|126.0|136.0|170.0|26.0|106.0|1529.0|509.0
Baztan|31050|283.0|6.0|113.0|13.0|50.0|48.0|50.0|13.0|27.0|603.0|157.0
Baélls|22043||||||||||6.0|
Baña, A|15007|53.0||36.0||14.0|||||158.0|55.0
Bañares|26024||||||||||23.0|
Bañeza, La|24010|382.0|8.0|117.0|35.0|59.0|83.0|76.0|19.0|43.0|822.0|264.0
Bañobárez|37039||||||||||10.0|
Baños de Ebro/Mañueta|1011||||||||||36.0|
Baños de Molgas|32007|37.0||13.0||6.0|||||72.0|16.0
Baños de Montemayor|10024||||||||||57.0|
Baños de Rioja|26025||||||||||5.0|
Baños de Río Tobía|26026|46.0||19.0||20.0|||||126.0|41.0
Baños de Valdearados|9035||||||||||17.0|
Baños de la Encina|23011|64.0||12.0||6.0|||||105.0|23.0
Bañón|44034||||||||||9.0|
Bea|44036||||||||||4.0|
Beade|32010||||||||||29.0|
Beariz|32011||||||||||30.0|
Beas|21011|99.0||14.0||11.0|||||192.0|68.0
Beas de Granada|18024||||||||||48.0|
Beas de Guadix|18025||||||||||8.0|
Beas de Segura|23012|147.0||28.0|7.0|22.0|21.0|37.0||20.0|286.0|89.0
Beasain|20019|287.0|14.0|158.0|15.0|67.0|57.0|106.0|9.0|63.0|776.0|264.0
Becedas|5024||||||||||9.0|
Beceite|44037||||||||||45.0|
Becerreá|27006|104.0||44.0||11.0|||||220.0|61.0
Becerril de Campos|34029||||||||||35.0|
Becerril de la Sierra|28018|146.0|13.0|98.0|14.0|16.0|53.0|131.0|24.0|45.0|540.0|280.0
Becilla de Valderaduey|47015||||||||||18.0|
Bedia|48092|38.0||9.0||20.0|||||91.0|24.0
Bedmar y Garcíez|23902|52.0||10.0||18.0|||||104.0|24.0
Begonte|27007|76.0||33.0||18.0|||||156.0|29.0
Begues|8020|200.0|23.0|69.0|10.0|28.0|51.0|143.0|55.0|58.0|637.0|340.0
Begur|17013|130.0||96.0||16.0|||||444.0|202.0
Begíjar|23014|93.0||19.0||13.0|||||162.0|37.0
Beintza-Labaien|31137||||||||||10.0|
Beire|31051||||||||||25.0|
Beizama|20020||||||||||15.0|
Bejís|12022||||||||||23.0|
Belalcázar|14008|94.0||33.0||18.0|||||185.0|40.0
Belascoáin|31052||||||||||8.0|
Belauntza|20021||||||||||52.0|
Belchite|50045|45.0||16.0||9.0|||||101.0|31.0
Beleña|37047||||||||||12.0|
Belianes|25046||||||||||33.0|
Belinchón|16032||||||||||13.0|
Bell-lloc d'Urgell|25048|54.0||36.0||16.0|||||165.0|59.0
Bellaguarda|25170||||||||||24.0|
Bellcaire d'Empordà|17018||||||||||74.0|
Bellcaire d'Urgell|25047|35.0||14.0||14.0|||||95.0|32.0
Bellmunt d'Urgell|25049||||||||||10.0|
Bellmunt del Priorat|43023||||||||||27.0|
Bello|44039||||||||||10.0|
Bellprat|8021||||||||||4.0|
Bellpuig|25050|163.0||51.0||41.0|39.0|39.0|23.0|24.0|395.0|140.0
Bellreguard|46048|120.0||53.0||20.0|||||276.0|83.0
Bellvei|43024|60.0||30.0||17.0|||||154.0|47.0
Bellver de Cerdanya|25051|86.0||59.0||13.0|||||282.0|124.0
Bellvís|25052|40.0||28.0||26.0|||||151.0|57.0
