village_id|postalcodes
ULLASTRE;17|17751
VILARTOLI;17|17751
ELS VILARS;17|17753
RABOS;17|17754
L'AIGÜETA;17|17761
CABANES;17|17761
LES MASIES DE DALT;17|17761
VILARNADAL;17|17762
PRIORAT;17|17763
SANTA LLOGAIA D'ALGUEMA;17|17771
POLS;17|17772
PONTOS-NUCLI;17|17773
ST.CRISTOFOL LES FONTS;17|17800
EL SALLENT;17|17811
SANT MARTI;17|17811
URB CAN XEL;17|17811
URBANITZACIO CAN BLANC;17|17811
URBANITZACIO CAN POTXA;17|17811
URB CAN JOFRE;17|17811
URBANITZACIO ELS PINS;17|17820
PUIGPALTER DE BAIX;17|17820
PUIGPALTER DE DALT;17|17820
MIERES;17|17830
EL TORN;17|17830
CRESPIA;17|17832
ESPONELLA;17|17832
CENTENYS;17|17832
VILERT;17|17832
LA FARRES;17|17833
VILAVENUT;17|17833
VEINAT DE MELIANTA;17|17833
CAMOS;17|17834
LA BOBILA;17|17834
PASSATGE RAMIO;17|17834
PLA DE CAN VILARNAU;17|17834
MIANEGUES;17|17834
PERPINYANA;17|17834
PRATDALLES;17|17834
PRAT ROIG;17|17834
PUJADA DE MIANEGUES;17|17834
CAL GERMA;17|17834
URBANITZACIO CASELLES D'A;17|17834
URBANITZACIO PUIGSURIS;17|17834
LES PEDRERES;17|17834,17846
SARRIA DE TER;17|17840
CAN VINARDELL;17|17843
BORGONYA;17|17844
RESIDENCIAL BORGONYA;17|17844
CORNELLA DEL TERRI;17|17844
CORTS;17|17844
PONT-XETMAR;17|17844
MATA;17|17846
SILET;17|17846
NUCLI;17|17850
DOSQUERS;17|17851
MAIA DE MONTCAL;17|17851
SERINYA;17|17852
HOSTALNOU DE LLIERCA;17|17853
TORTELLA;17|17853
BARRI HOSTAL NOU;17|17854
OIX;17|17855,17856
BARRI DEL COS;17|17855
BARRI DEL COS-LA COMETA;17|17855
BARRI DE FLUVIA;17|17855
BEGUDA;17|17857
CANYA, LA;17|17857
ST. JOAN LES FONTS;17|17857
ST JOAN DE LES ABADESSES;17|17860
VALLFOGONA DE RIPOLLES;17|17862
SANT PAU DE SEGURIES;17|17864
LA RAL;17|17865
COLONIA ESTABANELL;17|17867
FONT RUBI NUCLI;17|17867
BEGET;17|17867
ROCABRUNA;17|17867
ESPINAVELL NUCLI;17|17868
MOLLO NUCLI;17|17868
LES PLANES DE LLANARS;17|17869
ABELLA;17|17869
LA ROCA;17|17869
TREGURÀ DE BAIX;17|17869
TREGURÀ DE DALT;17|17869
LANCHA DEL GENIL;18|18008
ALQUERIA DEL FARGUE;18|18010,18182
CERRILLO DE MARACENA;18|18014
BOBADILLA;18|18015
BELICENA;18|18101
CASAS BAJAS;18|18101
PURCHIL;18|18101,18102
AMBROZ;18|18102
GABIA CHICA;18|18110
PEDRO VERDE;18|18110
LOS LLANOS;18|18110
GABIA GRANDE;18|18110
HIJAR;18|18110
URBANIZACION SAN JAVIER;18|18110
BUENAVISTA;18|18120
VENTAS DE ZAFARRAYA;18|18125
PILAS DE ALGAIDA;18|18125
JATAR;18|18127
EL ALMENDRAL;18|18128
PANTANO DE LOS BERMEJALES;18|18129
CACIN;18|18129
EL TURRO;18|18129
VALENZUELA;18|18129
ESCUZAR;18|18130
LA MALAHA;18|18130
ACULA;18|18131
AGRON;18|18132
CUMBRES VERDES;18|18140
EL BARRICHUELO;18|18140
GOJAR;18|18150
OGIJARES;18|18151
DILAR;18|18152
FUENTE GRANDE;18|18179
VIZNAR;18|18179
SILLAR BAJA;18|18180
LOS VILLARES;18|18181
EL MOLINILLO;18|18185
PRADO NEGRO;18|18185
LOS PINILLOS;18|18191
DUDAR;18|18192
AGUAS BLANCAS;18|18192
QUENTAR;18|18192
BARRIO DE LA VEGA;18|18193
CULLAR VEGA;18|18195
EL VENTORRILLO;18|18195
BARRIO DE LOS REMEDIOS;18|18195
SIERRA NEVADA;18|18196
URBANIZACION LA JOYA;18|18197
URBANIZACION LOS OLIVOS;18|18197,18512
PULIANILLAS;18|18197
CAJAR;18|18199
MONTELUZ;18|18210
NIVAR;18|18214
PRETEL;18|18220
CORTIJO DEL AIRE;18|18220
EL CHAPARRAL;18|18220,18290
PARQUE DEL CUBILLAS;18|18220
HURPE;18|18230
MOCLIN;18|18247
OLIVARES;18|18248
TIENA;18|18248
LIMONES;18|18249
PUERTO LOPE;18|18249
TOZAR;18|18249
VALDERRUBIO;18|18250
ILLORA;18|18260
TOCON;18|18260,18380,18517,18830
LOJILLA;18|18270
MONTEFRIO;18|18270
LA CARRERA DE LA VIÑA;18|18280
LA SAUCEDILLA;18|18280
CHITE SIERRA DE OJETE;18|18280
CAPARACENA;18|18290
ANZOLA;18|18291
CASANUEVA;18|18291
ZUJAIRA;18|18291
SIERRA ELVIRA;18|18292,18330
ESCOZNAR;18|18293,18294
OBEILAR;18|18293
FUENTES DE CESNA;18|18295
CUESTA BLANCA;18|18300
LA ESPERANZA;18|18300
EL FRONTIL;18|18300
BARRIO SAN ANTONIO;18|18300
ATAJEA;18|18300
VENTA DEL RAYO;18|18300
EL BUJEO;18|18300
VENTORROS DE SAN JOSE;18|18311
VENTORROS DE BALERMA;18|18312
VENTORROS DE LA LAGUNA;18|18312
VENTA SANTA BARBARA;18|18312
RIOFRIO;18|18313
LA PALMA;18|18314
FUENTE CAMACHO;18|18314
LACHAR;18|18327
PEÑUELAS;18|18328
FUENSANTA;18|18328
TRASMULAS;18|18328
CASTILLO DE TAJARJA;18|18329
EL JAU;18|18329
ROMILLA LA NUEVA;18|18330,18339
PEDRO RUIZ;18|18330
ROMILLA;18|18339
LA PAZ;18|18340
ALOMARTES;18|18350
VENTA NUEVA;18|18360
LA FABRICA;18|18360
VILLANUEVA MESIA;18|18369
LORETO;18|18370
BRACANA;18|18381
ORGIVA;18|18400
BAYACAS;18|18410
SOPORTUJAR;18|18410
BUBION;18|18412
PITRES;18|18414
CAPILERILLA;18|18414
PORTUGOS;18|18415
BUSQUISTAR;18|18416
FERREIROLA;18|18416
ATALBEITAR;18|18416
MECINA;18|18416
FONDALES;18|18416
MECINILLA;18|18416
TREVELEZ;18|18417
CAÑAR;18|18418
LAS BARRERAS;18|18418
LOS TABLONES;18|18418
LANJARON;18|18420
TORVIZCON;18|18430
ALMEGIJAR;18|18438
NOTAEZ;18|18438
CASTARAS;18|18439
NIELES;18|18439
CADIAR;18|18440,18840
LA RAMBLA DEL BANCO;18|18440
NARILA;18|18448
YATOR;18|18448
TIMAR;18|18449
GOLCO;18|18450
MECINA BOMBARON;18|18450
ALCUTAR;18|18451
BERCHULES;18|18451
YEGEN;18|18460
MECINA ALFAHAR;18|18470
NECHITE;18|18470
VALOR;18|18470
UGIJAR;18|18480
TURON;18|18491
COJAYAR;18|18492
MECINA TEDEL;18|18492
JORAIRATAR;18|18492
CHERIN;18|18494
LAROLES;18|18494
JUBAR;18|18494
MAIRENA;18|18494
PICENA;18|18494
ESTACION DE GUADIX;18|18500
ALCUDIA DE GUADIX;18|18511
CHARCHES;18|18511
RAMBLA DEL AGUA;18|18511
ESFILIANA;18|18511
DOLAR;18|18512
EL POCICO;18|18512
LAS CUEVAS;18|18512
HUENEJA;18|18512
LA HUERTEZUELA;18|18512
BELERDA;18|18515
EL BEJARIN;18|18515
POLICAR;18|18516
LOS BAÑOS;18|18517
CORTES;18|18517
GRAENA;18|18517
LOPERA;18|18517
ALBUÑAN;18|18518
MINAS DEL MARQUESADO;18|18518
SAN ANTONIO;18|18518
VIRGEN DE BEGOÑA;18|18518
SAN HERMENEGILDO;18|18518
JÉREZ DEL MARQUESADO;18|18518
PAULENCA;18|18519
ALICUN DE ORTEGA;18|18538
DELGADILLO;18|18540
HUELAGO;18|18540
LABORCILLAS;18|18540
MOREDA;18|18540
CUEVA DEL AGUA;18|18550
LLANO DE LA CORONA;18|18550
POLORIA;18|18550
CAÑATABLA;18|18550
MONTEJICAR;18|18561
BOGARRE;18|18562
CAURO;18|18564
CAMPOTEJAR;18|18565
BENALUA DE LAS VILLAS;18|18566
DEHESAS VIEJAS;18|18567
DOMINGO PEREZ DE GRANADA;18|18567
PIÑAR;18|18568
GUMIEL;18|18569
TRUJILLOS;18|18569
LA GARNATILLA;18|18600,18614
PUNTALON;18|18600
LAS VENTILLAS;18|18600
LOBRES;18|18610
MOLVIZAR;18|18611
PLAYA GRANADA;18|18613
EL VARADERO;18|18613
CASTELL DE FERRO;18|18614,18740
LOS CARLOS;18|18614
LUJAR;18|18614
GUÁJAR ALTO;18|18615
GUÁJAR FARAGÜIT;18|18615
GUÁJAR FONDÓN;18|18615
LAGOS;18|18616
ALHENDIN;18|18620
URBANIZACION VALLE PUNTAL;18|18640
URB CAHÍZ DE SAN GREGORIO;18|18640
DURCAL;18|18650,18680
MARCHENA;18|18650
ACEQUIAS;18|18656
BEZNAR;18|18656
PELOTEOS;18|18656
CHITE;18|18656
TALARA;18|18656
MONDUJAR;18|18656
MURCHAS;18|18656
MELEGIS;18|18658
RESTABAL;18|18658
SALERES;18|18658
PINOS DEL VALLE;18|18658
DE LA LOMA;18|18659
CONCHAR;18|18659
COZVIJAR;18|18659
ACEBUCHES;18|18660
IZBOR;18|18660
VELEZ DE BENAUDALLA;18|18670
LA CALETA-GUARDIA;18|18680
PLAYA;18|18680
MONTE ALMENDROS;18|18680
EL PARGO;18|18680
COSTA AGUILERA;18|18680
ALFA MAR;18|18680
CALAMEDINA;18|18680
ALMUÑECAR;18|18690
VELILLA-TARAMAY;18|18690
LA HERRADURA;18|18697
OTIVAR;18|18698
LOS CASTILLAS;18|18700
LOS CHAULINES;18|18700
LA ERMITA;18|18700,18815
ALBONDON;18|18708
LOS GALVEZ;18|18708,18711
LOMA DEL AIRE;18|18708
LOS COZARES;18|18708
LOS VARGAS;18|18708
ALCAZAR;18|18710
LA GUAPA;18|18710,18750
ALFORNON;18|18710
CASARONES;18|18711
EL LANCE;18|18711
MELICENA;18|18713,18750
SORVILAN;18|18713
CALAHONDA;18|18730
CARCHUNA;18|18730
LA CHUCHA;18|18730
LA PERLA DE ANDALUCIA;18|18730
EL ROMERAL;18|18740
ABAJO;18|18750
ARRIBA;18|18750
HAZA DEL TRIGO;18|18750
LA MAMOLA;18|18750
LOS YESOS;18|18750
LA RABITA;18|18760
EL POZUELO;18|18770
LA JAMULA;18|18800
RIO DE BAZA;18|18800
BENACEBADA;18|18800
EL FRANCES;18|18810
LOS GALLARDOS;18|18810
LA JAUCA;18|18810
LAS MOLINERAS;18|18810
LOS OLMOS;18|18810
REJANO;18|18810
LA VEGA;18|18810
ZUJAR;18|18811
CAÑADA MORTEROS;18|18813
LA COLONIA;18|18813
LAS CUCHARETAS;18|18814
LOS LANEROS;18|18814
LA TEJA;18|18814
CAMPO CAMARA;18|18815
ALMONTARAS;18|18816
CAÑADAS;18|18816
CEBAS;18|18816
MANUEL DIAZ;18|18816
TALA BARTOLO;18|18816
LOS TORRES;18|18816
ALAMILLO;18|18816
CORRALON;18|18816
CORTIJILLOS;18|18816
FATIMA;18|18816
FUENTE VERA;18|18816
ISIDOROS;18|18816
MARTIN;18|18816
PUENTEZUELA;18|18816
SOLANA;18|18816
CUEVAS DE LUNA;18|18817
CUEVAS DEL NEGRO;18|18817
PUENTE ARRIBA;18|18817
SAN MARCOS;18|18817
CUEVAS DE LA BLANCA;18|18817
HUERTA REAL;18|18817
LOS CARRIONES;18|18818
CASTILLEJAR;18|18818
LOS OLIVOS;18|18818
BALAX;18|18819
ALMACILES;18|18820
BARRIO NUEVO;18|18830,18857
BARRIO NUEVO SAN CLEMENTE;18|18830
HUESCAR;18|18830
CANAL DE SAN CLEMENTE;18|18830
DUDA;18|18830
LA PARRA;18|18830
CORTIJOS DEL CURA;18|18840
LA ALQUERIA;18|18849
CULLAR;18|18850
EL COLLADO;18|18857
EL MARGEN;18|18857
VENTA MICENA;18|18858
CASA ABAD;18|18859
PULPITE;18|18859
EL SAUCO;18|18859
AGUADERICO 2º;18|18859
AGUADERICO 3º;18|18859
VENTA QUEMADA;18|18859
TARIFA;18|18859
VERTIENTES;18|18859
MATIAN;18|18859
BAUL;18|18860
BACOR;18|18860
OLIVAR;18|18860
LOS BALCONES;18|18860
HERNAN-VALLE;18|18880
EL ALMENDRO;18|18891
LOS AZORES;18|18891
CHARCON HIGUERA;18|18891
CHARCON NICOLASES;18|18891
VENTA DEL PERAL;18|18891
SANATORIO DE ALCOHETE;19|19080
MONDEJAR;19|19110
VALDEHORMEÑA;19|19115
SALTO DE BOLARQUE;19|19118,19119
NUEVA SIERRA DE ALTOMIRA;19|19119
POBLADO CENTRAL NUCLEAR;19|19119
MONTEUMBRIA;19|19119
EL CUARTILLEJO;19|19119
RIO LLANO;19|19119
SAN JOAQUIN;19|19119
EL SOTO;19|19119
ANGUIX;19|19119
SAYATON;19|19119
SACEDON;19|19120
SALMERON;19|19126
CORCOLES;19|19127
CHILLARON DEL REY;19|19128
LAS ANCLAS;19|19128
CERECEDA;19|19128,19129,19492
PEÑALAGOS;19|19128
PARAISO;19|19128,19129
LAS BRISAS;19|19128
CASASANA;19|19129
TABLADILLO;19|19129
AUÑON;19|19130
ENTREPEÑAS;19|19131
ALHONDIGA;19|19132
ALOCEN;19|19133
DURON;19|19133
ARROYO DE FRAGUAS;19|19135
VALDELUZ;19|19139
URBANIZACION MONTEJARAL;19|19141
SAN ANDRES DEL REY;19|19143
YELAMOS DE ABAJO;19|19143
YELAMOS DE ARRIBA;19|19143
IRIEPAL;19|19150
ATANZON;19|19153
ALBOLLEQUE;19|19160
EL CLAVIN;19|19160
LA CELADA;19|19160
EL MAPA;19|19160
MONTE DE LOS SANTOS;19|19160
EL CHAPARRAL;19|19162
TRASCASTILLO;19|19162
VALCASTILLO;19|19162
MADREBUENA;19|19162
LAS VILLAS DE PIOZ;19|19162
MONTEALTO;19|19162
LOS LLANOS;19|19162
LAS COLINAS;19|19170
EL COTO;19|19170
MONTECALDERON;19|19170
LOS ARENALES;19|19170
VALDELOSLLANOS;19|19170
CAMPO DE GOLF-POLIGONO 13;19|19171
GALAPAGOS;19|19174
RESIDENCIAL MONTELAR;19|19174
LAS MERINAS;19|19174
PARQUE DE LAS CASTILLAS;19|19174
TORREJON DEL REY;19|19174
SEÑORIO DE MURIEL;19|19174
ERAS DE SAN SEBASTIAN;19|19174
USANOS;19|19181
FUENTELAHIGUERA ALBATAGES;19|19182
ALPEDRETE DE LA SIERRA;19|19184
MESONES;19|19185
NUEVO MESONES;19|19185
SOTOLARGO;19|19185
VALDENUÑO FERNANDEZ;19|19185
PEÑARRUBIA;19|19187
CARAQUIZ;19|19188
REBOLLOSA DE HITA;19|19191,19197
LA BELTRANEJA;19|19192
MIRADOR DEL CID;19|19192
TARACENA;19|19193
VALDENOCHES;19|19194
MONASTERIO MONJAS BENEDIC;19|19196
VALFERMOSO DE LAS MONJAS;19|19196
TORTOLA DE HENARES;19|19198
MALAGA DEL FRESNO;19|19219
RAZBONA;19|19220,19226
TAMAJON;19|19222
CAMPILLEJO;19|19223
EL ESPINAR;19|19223
ROBLELACASA;19|19223
ROBLELUENGO;19|19223
LA VEREDA;19|19223
MATALLANA;19|19224
ALMIRUETE;19|19224
PALANCARES;19|19224
ZARZUELA DE GALVE;19|19224
MURIEL;19|19226
MONTEHUECO;19|19227
TORREBELEÑA;19|19229
CEREZO DE MOHERNANDO;19|19229
MONTARRON;19|19229
ARBANCON;19|19237
ALEAS;19|19237
VEGUILLAS;19|19237
FUENCEMILLAN;19|19237
SAN ANDRES DEL CONGOSTO;19|19237
VALDEPINILLOS;19|19238
LA NAVA DE JADRAQUE;19|19238
BELEÑA DE SORBE;19|19239
PRADENA DE ATIENZA;19|19243
ALDEANUEVA DE ATIENZA;19|19244
ANGON;19|19245
CENDEJAS DEL PADRASTRO;19|19245
PALMACES DE JADRAQUE;19|19245
CASTILBLANCO DE HENARES;19|19246
MIRALRIO;19|19246
CARRASCOSA DE HENARES;19|19247
PADILLA DE HITA;19|19248
ARCIPRESTE;19|19248
SIGUENZA;19|19250
LA LASTRA;19|19250
CORTES DE TAJUÑA;19|19261
TORTONDA;19|19261
VILLAVERDE DEL DUCADO;19|19261
ESTRIEGANA;19|19262
JODRA DEL PINAR;19|19262
SAUCA;19|19262
BARBATONA;19|19262
BUJARRABAL;19|19263
CUBILLAS DEL PINAR;19|19263
GUIJOSA;19|19263
ALBORECA;19|19264
ALCUNEZA;19|19264
HORNA;19|19264
MOJARES;19|19264
OLMEDILLAS;19|19264
POZANCOS;19|19265
URES;19|19265
BUJALCAYADO;19|19266
CARABIAS;19|19266
PALAZUELOS;19|19266
LA CABRERA;19|19267
MORATILLA DE HENARES;19|19267
PELEGRINA;19|19268
FUENSAVIÑAN;19|19268
LARANUEVA;19|19268
NAVALPOTRO;19|19268
TORRESAVIÑAN;19|19268
RIENDA;19|19269
CARDEÑOSA;19|19269
RIOFRIO DEL LLANO;19|19269
SANTAMERA;19|19269
LA BARBOLLA;19|19269
CERCADILLO;19|19269
IMON;19|19269
RIBA DE SANTIUSTE;19|19269
RIOSALIDO;19|19269
TORREVALDEALMENDRAS;19|19269
VALDEALMENDRAS;19|19269
VILLACORZA;19|19269
ALPEDROCHES;19|19274
VILLACADIMA;19|19274,19275
CAÑAMARES;19|19274
TORDELLOSO;19|19274
CAMPISABALOS;19|19275
BOCHONES;19|19276
CASILLAS;19|19276
MADRIGAL;19|19277
TORDELRABANO;19|19277
NAHARROS;19|19278
MARANCHON;19|19280
BALBACIL;19|19281
CLARES;19|19281
CODES;19|19281
GARBAJOSA;19|19283
AGUILAR DE ANGUITA;19|19283
SANTA MARIA DEL ESPINO;19|19283
INIESTOLA;19|19283
LUZON;19|19285
TOBILLOS;19|19286
ANCHUELA DEL CAMPO;19|19287
ESTABLES;19|19287
TURMIEL;19|19287
CONCHA;19|19287
CASTEJON DE HENARES;19|19294
ARAGOSA;19|19294
HUERMECES DEL CERRO;19|19295
MOLINA;19|19300
TRAID;19|19312
MOTOS;19|19321
AMAYAS;19|19332
LABROS;19|19333
ARAGONCILLO;19|19334,19344
HINOJOSA;19|19334
CILLAS;19|19339
HERRERIA;19|19342
CANALES DE MOLINA;19|19343
ANCHUELA DEL PEDREGAL;19|19350
TORDELPALO;19|19351
CHERA;19|19353
ALDEHUELA;19|19354
OTILLA;19|19355
CUBILLEJO DE LA SIERRA;19|19362
CUBILLEJO DEL SITIO;19|19363
TEROLEJA;19|19390
VALSALOBRE;19|19390
LAS SALINAS DE ARMALLA;19|19390
ESCALERA;19|19390
PRADILLA;19|19391
CASTELLOTE;19|19392
CUEVAS LABRADAS;19|19392
LEBRANCON;19|19392
TERRAZA;19|19392
TORETE;19|19392
VENTOSA;19|19392
ROMANCOS;19|19410
ARCHILLA;19|19411
BALCONETE;19|19411
SANTA CLARA;19|19411
TOMELLOSA;19|19411
FUENTES DE LA ALCARRIA;19|19412
VALDESAZ;19|19412
CASTILMIMBRE;19|19413
MALACUERA;19|19413
OLMEDA DEL EXTREMO;19|19413
PAJARES;19|19413
HONTANARES;19|19414
VILLAVICIOSA DE TAJUÑA;19|19414
YELA;19|19414
MORANCHEL;19|19428
HUETOS;19|19429
RUGUILLA;19|19429
SOTOCA DE TAJO;19|19429
VAL DE SAN GARCIA;19|19429
CARRASCOSA DE TAJO;19|19431
OTER;19|19431
ABANADES;19|19432
CANALES DEL DUCADO;19|19432
RENALES;19|19432
LA LOMA;19|19441
RIBARREDONDA;19|19441
BUENAFUENTE SISTAL;19|19443
VILLAR DE COBETA;19|19444
PADILLA DEL DUCADO;19|19445
VILLAREJO DE MEDINA;19|19445
HORTEZUELA DE OCEN;19|19445
SANTA MARIA DE OVILA;19|19450
INSTITUTO LEPROLOGICO;19|19458
VALDELAGUA;19|19459
GARGOLES DE ABAJO;19|19459
GARGOLES DE ARRIBA;19|19459
GUALDA;19|19459
VILLANUEVA DE ALCORON;19|19460
HUERTAPELAYO;19|19461
PEÑALEN;19|19462
TORRECUADRADA VALLES;19|19491
AZAÑON;19|19492
MORILLEJO;19|19492
LA PUERTA;19|19492
VIANA DE MONDEJAR;19|19492
VALDENAYA;19|19492
VALTABLADO DEL RIO;19|19492
ESPONELLA;19|19832
DONOSTIA/SAN SEBASTIAN;20|20001,20002,20003,20004,20005,20006,20007,20008,20009,20010,20011,20012,20013,20014,20015,20016,20017,20018
IGELDO;20|20008
AÑORGA;20|20009,20018
PASAI ANTXO;20|20110
PASAI SAN PEDRO;20|20110
PASAI DONIBANE;20|20110
PASAI TRINTXERPE;20|20110
SORGINTXULO;20|20120
SORABILLA;20|20140
AMASA;20|20150
ELIZMENDI;20|20159
ELBARRENA;20|20159,20211
LASARTE;20|20160
ORIA;20|20160
LARREKOETXE;20|20160
ATSOBAKAR;20|20160
OZTARAN;20|20160
AGINAGA;20|20170
KALEZAR;20|20170
SANTU-ENEA;20|20170
ARRAGUA;20|20180
ELIZALDE;20|20180
ERGOIEN;20|20180
ITURRIOTZ;20|20180
UGALDETXO;20|20180
ALTZIBAR;20|20180
GURUTZE;20|20180
ARATZ-MATXINBENTA;20|20200
ARRIARAN;20|20200
ASTIGARRETA;20|20200
GARIN;20|20200
SALBATORE;20|20200
ERGOIENA;20|20211,20268
SAN GREGORIO;20|20211
ARIN AUZOA;20|20211
ARRONDO;20|20211
IHURRE;20|20212
BRINKOLA;20|20220
TELLERIARTE;20|20220
ERROTALDEA;20|20260
UGARTE;20|20268
AKARTEGI;20|20280
AMUTE-KOSTA;20|20280
PUNTALEA;20|20280
JAITZUBIA;20|20280
PORTUA;20|20280
MENDELU;20|20280
ZIMIZARGA;20|20280
ALDE ZAHARRA;20|20280
SAN BLAS;20|20400
SAN ESTEBAN;20|20400
BIDANIA;20|20496
GOIATZ;20|20496
GARAGARTZA;20|20500,20850
GESALIBAR;20|20500
ARRASATE/MONDRAGON;20|20500
BEREZAO;20|20560
GARIBAI;20|20560
LEZESARRI;20|20560
TORREAUZO;20|20560
ZAÑARTU;20|20560
ARANTZAZU;20|20567
ARAOTZ-URRUTI;20|20568
URIBARRI;20|20568
OLABARRIETA;20|20569
ZUBILLAGA;20|20569
ANGIOZAR;20|20578
OSINTXU;20|20580
SORALUZE-PLACENCIA DE LAS;20|20590
ITSASO-ALEGIA;20|20709
EZKIO;20|20709
ITSASO;20|20709
SANTA LUTZIA ANDUAGA;20|20709
LOIOLA;20|20730
NUARBE;20|20730
URRESTILLA;20|20730
LASAO;20|20740
ZUBIALDEA;20|20749
AIZARNA;20|20749
ARROA GOIA;20|20749
ARROA BEHEA;20|20749
IRAETA;20|20749
ENDOIA;20|20749
OIKIA;20|20750
ANDATZA;20|20809
ITZIAR;20|20820,20829
LASTUR;20|20829
AZPILGOETA;20|20850
MENDAROZABAL;20|20850
PLAZA;20|20850
ALTZOLA;20|20860
SAN ROKE;20|20870
PEGUERILLAS;21|21002,21005
LA ALQUERÍA;21|21005
LA RIBERA;21|21005,21007
SANTA ISABEL;21|21005
LA UMBRIA;21|21007,21200,21207
PUNTA UMBRIA;21|21100,21110
EL RINCON;21|21100,21500
CORRALES;21|21110,21120
BELLAVISTA;21|21110
DEHESA GOLF;21|21110
LA MONACILLA;21|21110
MAZAGON;21|21130,21800
POBLADO FORESTAL;21|21130
JABUGUILLO;21|21200,21209
VALDEZUFRE;21|21200,21207,21209
CARBONERAS;21|21208
CASTAÑUELOS;21|21208
CORTERRANGEL;21|21208
CORTECONCEPCION;21|21209
PUERTO GIL;21|21209
LA CORTE;21|21230,21239
LOS ANDRESES;21|21239
LOS BRAVOS;21|21239
LAS CEFIÑAS;21|21239
EL PUERTO;21|21239
LOS VIEJOS;21|21239
LA PICA;21|21239
PUERTO LUCIA;21|21239
MINAS DE CALA;21|21270
ARROYOMOLINOS DE LEON;21|21280
AGUAFRIA;21|21290
EL QUEJIGO;21|21290
LOS ROMEROS;21|21290
LAS CHINAS;21|21291
NAVAHERMOSA;21|21291,21609
SOTIEL CORONADA;21|21309
EL CERRO DE ANDEVALO;21|21320
PAJARITO;21|21320
CUEVA DE LA MORA;21|21330
LA JULIANA;21|21330
LOMERO;21|21330
SAN TELMO;21|21330
VALDELAMUSA;21|21330
ALAJAR;21|21340
EL CALABACINO;21|21340
EL COLLADO;21|21340
LOS MADROÑEROS;21|21340
ACEBUCHE;21|21342
EL ARROYO;21|21342
CALABAZARES;21|21342
LA CANALEJA;21|21342
ESCALADA;21|21342
ESTACION DE ALMONASTER;21|21342
GIL MARQUEZ;21|21342
SANTA EULALIA;21|21342
LAS VEREDAS;21|21342
LOS MOLARES;21|21359
FUENTE DEL ORO;21|21359
LA PRESA;21|21359
EL REPILADO;21|21360
CUMBRES DE SAN BARTOLOME;21|21386
CAÑAVERAL DE LEON;21|21388
ISLA DEL MORAL;21|21400,21409
VILLA ANTONIA;21|21400,21420
COSTA ESURI;21|21400
ISLA DE CANELA;21|21409
PLAYA ISLA DE CANELA;21|21409
PLAYA DEL HOYO;21|21410
POZO DEL CAMINO;21|21410,21420
LAS COLINAS;21|21410
ISLANTILLA;21|21410,21431,21449
MONTERREINA;21|21410
LAS PALMERITAS;21|21410
URBASUR;21|21410,21430
BARRIADA DE LA ESTACION;21|21420
LA REDONDELA;21|21430
LA ANTILLA;21|21440,21449
EL CATALAN;21|21440
PINARES DE LEPE;21|21440
EL TERRON;21|21449
EL ROMPIDO;21|21450,21459
NUEVO PORTIL;21|21459
URVEROSA;21|21459
LA LAGUNA DEL PORTIL;21|21459
GIBRALEON;21|21500
EL JUDIO;21|21500
EL PINTADO;21|21500
DISEMINADO;21|21500
LAS MORERAS;21|21500
SAN BARTOLOME DE LA TORRE;21|21510
THARSIS;21|21530
VILLANUEVA CASTILLEJOS;21|21540
LAS HERRERIAS;21|21550,21559
PUEBLA DE GUZMAN;21|21550,21559
SANTA BARBARA DE CASA;21|21570
EL MUSTIO;21|21580
MONTES DE SAN BENITO;21|21580
SAN SILVESTRE DE GUZMAN;21|21591
PUERTO DE LA LAJA;21|21594
SANLUCAR DE GUADIANA;21|21595
LOS CAMPILLOS;21|21600
LA FLORIDA;21|21600
LOS PINOS;21|21600
PUERTO BLANCO;21|21600
FUENTE DE LA CORCHA;21|21609,21630
BERMEJAL;21|21610
CANDON;21|21610,21639
CORTIJO LA TORRE;21|21610
CASA CARABINERO;21|21620
DEHESA PANIAJO;21|21620
LAGUNA DEL TORREJON;21|21620
MESAS DE ENMEDIO;21|21620
PINOS DE TRIGUEROS;21|21620
EL ALAMO;21|21630
ERMITA DE LOS CLARINES;21|21630
EL VILLAR;21|21640,21649
EL BUITRON;21|21647
ESTACION DE BUITRON;21|21647
MARIGENTA;21|21647
MEMBRILLO ALTO;21|21647
EL POZUELO;21|21647
MINA CONCEPCION;21|21649
PATRAS;21|21649
TRASLASIERRA;21|21649
EL CAMPILLO;21|21650
ALTO DE LA MESA;21|21667
LA DEHESA;21|21667
CAMPOFRIO;21|21668
LA GRANADA DE RIO-TINTO;21|21668
LAS DELGADAS;21|21668
DEHESA;21|21669
LOS CABEZUDOS;21|21750
EL ROCIO;21|21750
TORRE HIGUERA O MATALASCA;21|21760
LAS MADRES DEL AVITOR;21|21800
ZONA DE LOS PRINCIPES;21|21810
LA RABIDA;21|21819
HUERTA DEL HAMBRE;21|21830
LOS LOBOS;21|21830
LAVAPIES;21|21840
LA PEÑUELA;21|21840
ALDEA DE TEJADA;21|21870
ESTACION FERROCARRIL;21|21870
TUJENA;21|21880
SANGARREN;22|22100
MONFLORITE;22|22111
LA PAUL;22|22116,22281
SIETAMO;22|22120
ARBANIES;22|22121
CASTEJON DE ARBANIES;22|22121
VELILLAS;22|22122
LIESA;22|22122
ANGÜES;22|22123
LASCELLAS;22|22124
PONZANO;22|22124
LAGUNARROTA;22|22131,22213
LACUADRADA;22|22132
